filename,file_path,size_mb,file_type,num_pages,release_date
FDA-CBER-2021-5683-0058676 to -0058794_125742_S1_M5_bnt162-01-A-define.xml,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058676 to -0058794_125742_S1_M5_bnt162-01-A-define.xml,0.81,xml,,02052022
FDA-CBER-2021-5683-0058795 to -0058828_125742_S1_M5_bnt162-01-A-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058795 to -0058828_125742_S1_M5_bnt162-01-A-define-2-0-0.xsl,0.18,xsl,,02052022
125742_S1_M5_5351_bnt162-01_20242.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01_20242.pdf,1.66,pdf,100.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-synopsis.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-synopsis.pdf,3.71,pdf,20.0,02052022
125742_S1_M5_c4591001-S-Supp-acrf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_c4591001-S-Supp-acrf.pdf,2.89,pdf,131.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051214.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051214.pdf,1.38,pdf,166.0,02052022
125742_S1_M5_CRF_c4591001-1006-10061094.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1006-10061094.pdf,2.08,pdf,249.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-sponsor-personnel-list.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-sponsor-personnel-list.pdf,1.97,pdf,1.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051411.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051411.pdf,1.35,pdf,157.0,02052022
125742_S1_M5_CRF_c4591001-1006-10061040.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1006-10061040.pdf,3.82,pdf,507.0,02052022
125742_S1_M5_5351_c4591001-interim-mth6-sample-crf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_c4591001-interim-mth6-sample-crf.pdf,5.39,pdf,225.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-investigators.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-investigators.pdf,6.28,pdf,13.0,02052022
FDA-CBER-2021-5683-0058829 to -0058954_125742_S1_M5_bnt162-01-S-define.xml,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058829 to -0058954_125742_S1_M5_bnt162-01-S-define.xml,0.96,xml,,02052022
FDA-CBER-2021-5683-0065774 to -0066700_125742_S1_M5_c4591001-A-D-addv.xpt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0065774 to -0066700_125742_S1_M5_c4591001-A-D-addv.xpt,43.54,xpt,,02052022
125742_S1_M5_5351_bnt162-01-interim3-excluded-patients.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-excluded-patients.pdf,2.01,pdf,4.0,02052022
125742_S1_M5_5351_c4591001-interim-mth6-randomization-sensitive.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_c4591001-interim-mth6-randomization-sensitive.pdf,64.92,pdf,4376.0,02052022
125742_S1_M5_CRF_c4591001-1006-10061052.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1006-10061052.pdf,2.12,pdf,259.0,02052022
FDA-CBER-2021-5683-0058955 to -0058999_125742_S1_M5_bnt162-01-S-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058955 to -0058999_125742_S1_M5_bnt162-01-S-define-2-0-0.xsl,0.18,xsl,,02052022
FDA-CBER-2021-5683-0058479 to -0058594_125742_S1_M5_c4591001-S-define.xml,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058479 to -0058594_125742_S1_M5_c4591001-S-define.xml,0.88,xml,,02052022
125742_S1_M5_5351_bnt162-01-interim3-sponsor-signature.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-sponsor-signature.pdf,1.52,pdf,2.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-protocol-deviations.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-protocol-deviations.pdf,1.47,pdf,30.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031113.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031113.pdf,3.22,pdf,409.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051347.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051347.pdf,1.45,pdf,180.0,02052022
FDA-CBER-2021-5683-0066701 to -0123167_125742_S1_M5_c4591001-A-D-adfacevd.xpt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0066701 to -0123167_125742_S1_M5_c4591001-A-D-adfacevd.xpt,3946.23,xpt,,02052022
125742_S1_M5_5351_bnt162-01_10075.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01_10075.pdf,1.59,pdf,94.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051387.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051387.pdf,1.69,pdf,202.0,02052022
125742_S1_M5_5351_bnt162-01_20215.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01_20215.pdf,1.63,pdf,97.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031065.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031065.pdf,2.66,pdf,407.0,02052022
125742_S1_M5_CRF_c4591001-1006-10061098.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1006-10061098.pdf,1.57,pdf,226.0,02052022
125742_S1_M5_c4591001-S-csdrg.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_c4591001-S-csdrg.pdf,1.43,pdf,86.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-protocol.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-protocol.pdf,10.46,pdf,338.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031111.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031111.pdf,1.71,pdf,202.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051054.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051054.pdf,1.88,pdf,212.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-discontinued-patients.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-discontinued-patients.pdf,1.99,pdf,2.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-adverse-events.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-adverse-events.pdf,7.08,pdf,338.0,02052022
FDA-CBER-2021-5683-0058615 to -0058652_125742_S1_M5_c4591001-S-Supp-define.xml,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058615 to -0058652_125742_S1_M5_c4591001-S-Supp-define.xml,0.29,xml,,02052022
FDA-CBER-2021-5683-0058653 to -0058675_125742_S1_M5_c4591001-S-Supp-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058653 to -0058675_125742_S1_M5_c4591001-S-Supp-define-2-0-0.xsl,0.18,xsl,,02052022
125742_S1_M5_CRF_c4591001-1001-10011135.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1001-10011135.pdf,1.42,pdf,174.0,02052022
125742_S1_M5_5351_bnt162-01_10010.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01_10010.pdf,1.46,pdf,75.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051069.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051069.pdf,1.46,pdf,193.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031149.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031149.pdf,1.63,pdf,213.0,02052022
125742_S1_M5_CRF_c4591001-1006-10061176.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1006-10061176.pdf,2.63,pdf,288.0,02052022
125742_S1_M5_bnt162-01-A-adrg.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_bnt162-01-A-adrg.pdf,0.87,pdf,33.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-iec-irb.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-iec-irb.pdf,1.09,pdf,1.0,02052022
125742_S1_M5_c4591001-S-acrf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_c4591001-S-acrf.pdf,2.89,pdf,131.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-patient-batches.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-patient-batches.pdf,2.56,pdf,18.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051293.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051293.pdf,2.41,pdf,334.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-sample-crf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-sample-crf.pdf,9.1,pdf,139.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031038.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031038.pdf,2.71,pdf,457.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-lab-measurements.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-lab-measurements.pdf,91.06,pdf,7040.0,02052022
125742_S1_M5_CRF_c4591001-1003-10031207.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1003-10031207.pdf,1.44,pdf,174.0,02052022
125742_S1_M5_bnt162-01-S-acrf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_bnt162-01-S-acrf.pdf,1.4,pdf,41.0,02052022
125742_S1_M5_5351_bnt162-01_20116.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01_20116.pdf,1.51,pdf,81.0,02052022
125742_S1_M5_CRF_c4591001-1005-10051047.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1005-10051047.pdf,1.39,pdf,164.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-demographics.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-demographics.pdf,2.33,pdf,59.0,02052022
125742_S1_M5_5351_bnt162-01-interim3-report-body.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_5351_bnt162-01-interim3-report-body.pdf,41.63,pdf,2151.0,02052022
FDA-CBER-2021-5683-0058459 to -0058478_125742_S1_M5_c4591001-A-Supp-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058459 to -0058478_125742_S1_M5_c4591001-A-Supp-define-2-0-0.xsl,0.18,xsl,,02052022
FDA-CBER-2021-5683-0058595 to -0058614_125742_S1_M5_c4591001-S-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/FDA-CBER-2021-5683-0058595 to -0058614_125742_S1_M5_c4591001-S-define-2-0-0.xsl,0.18,xsl,,02052022
125742_S1_M5_CRF_c4591001-1001-10011093.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_02052022/125742_S1_M5_CRF_c4591001-1001-10011093.pdf,2.62,pdf,424.0,02052022
125742_S1_M2_27_literature-references.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M2_27_literature-references.pdf,1.75,pdf,2.0,01032022
FDA-CBER-2021-5683-0023926_125742_S1_M5_c4591001-A-report-cci-dementia.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023926_125742_S1_M5_c4591001-A-report-cci-dementia.xlsx,0.01,xlsx,,01032022
125742_S1_M1_priority-review-request.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_priority-review-request.pdf,1.59,pdf,104.0,01032022
FDA-CBER-2021-5683-0022618 to -0022691_125742_S1_M5_c4591001-A-P-adsl-demo-7d-eval-eff-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022618 to -0022691_125742_S1_M5_c4591001-A-P-adsl-demo-7d-eval-eff-sas.txt,0.07,txt,,01032022
125742_S1_M5_c4591001-A-report-cci-lymphoma.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-lymphoma.pdf,0.63,pdf,6.0,01032022
125742_S1_M5_c4591001-A-report-cci-diabetes-with-comp.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-diabetes-with-comp.pdf,0.61,pdf,1.0,01032022
125742_S1_M5_CRF_c4591001-1085-10851129.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_CRF_c4591001-1085-10851129.pdf,1.94,pdf,358.0,01032022
FDA-CBER-2021-5683-0023960_125742_S1_M5_c4591001-A-report-cci-mi.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023960_125742_S1_M5_c4591001-A-report-cci-mi.xlsx,0.01,xlsx,,01032022
125742_S1_M1_financial-cert-bias.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_financial-cert-bias.pdf,0.68,pdf,3.0,01032022
FDA-CBER-2021-5683-0023979 to -0023980_125742_S1_M5_c4591001-A-report-cci-renal.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023979 to -0023980_125742_S1_M5_c4591001-A-report-cci-renal.xlsx,0.01,xlsx,,01032022
